,Page,Category,Date,Size,Abs Edit Size
419,Economic Growth,Economic Concept, 9 March 2018 21:41,83808,1
420,Economic Growth,Economic Concept, 9 March 2018 21:08,83807,1
421,Economic Growth,Economic Concept, 2 March 2018 19:23,83806,2
422,Economic Growth,Economic Concept, 23 February 2018 15:33,83808,13
423,Economic Growth,Economic Concept, 22 February 2018 04:32,83795,41
424,Economic Growth,Economic Concept, 15 February 2018 21:52,83754,234
425,Economic Growth,Economic Concept, 15 February 2018 21:49,83520,66
426,Economic Growth,Economic Concept, 15 February 2018 20:57,83454,66
427,Economic Growth,Economic Concept, 14 February 2018 20:25,83520,15
428,Economic Growth,Economic Concept, 12 February 2018 19:38,83505,4
429,Economic Growth,Economic Concept, 11 February 2018 17:33,83501,80
430,Economic Growth,Economic Concept, 10 February 2018 15:14,83421,4
431,Economic Growth,Economic Concept, 6 February 2018 07:26,83417,55
432,Economic Growth,Economic Concept, 31 January 2018 16:44,83362,26
433,Economic Growth,Economic Concept, 31 January 2018 03:24,83336,0
434,Economic Growth,Economic Concept, 31 January 2018 03:23,83336,20
435,Economic Growth,Economic Concept, 31 January 2018 03:20,83356,6
436,Economic Growth,Economic Concept, 24 January 2018 13:02,83362,88
437,Economic Growth,Economic Concept, 24 January 2018 12:48,83450,88
438,Economic Growth,Economic Concept, 3 January 2018 12:51,83362,4
439,Economic Growth,Economic Concept, 18 December 2017 23:20,83358,67
440,Economic Growth,Economic Concept, 18 December 2017 21:34,83291,59
441,Economic Growth,Economic Concept, 18 December 2017 21:29,83232,1
442,Economic Growth,Economic Concept, 18 December 2017 04:25,83233,84
443,Economic Growth,Economic Concept, 18 December 2017 04:22,83149,0
444,Economic Growth,Economic Concept, 18 December 2017 04:22,83149,14
445,Economic Growth,Economic Concept, 18 December 2017 04:21,83135,397
446,Economic Growth,Economic Concept, 12 December 2017 11:47,82738,"82,695"
447,Economic Growth,Economic Concept, 12 December 2017 11:47,43,"82,695"
448,Economic Growth,Economic Concept, 12 December 2017 11:41,82738,"82,687"
449,Economic Growth,Economic Concept, 12 December 2017 11:41,51,"82,687"
450,Economic Growth,Economic Concept, 12 December 2017 11:40,82738,"82,713"
451,Economic Growth,Economic Concept, 12 December 2017 11:40,25,"82,713"
452,Economic Growth,Economic Concept, 8 December 2017 21:06,82738,2
453,Economic Growth,Economic Concept, 6 December 2017 12:12,82740,826
454,Economic Growth,Economic Concept, 26 November 2017 15:30,81914,2
455,Economic Growth,Economic Concept, 26 November 2017 01:54,81912,302
456,Economic Growth,Economic Concept, 25 November 2017 22:54,81610,161
457,Economic Growth,Economic Concept, 24 November 2017 14:39,81449,161
458,Economic Growth,Economic Concept, 20 November 2017 15:59,81610,4
459,Economic Growth,Economic Concept, 20 November 2017 04:36,81606,69
460,Economic Growth,Economic Concept, 10 November 2017 20:23,81537,12
461,Economic Growth,Economic Concept, 26 October 2017 22:53,81549,0
462,Economic Growth,Economic Concept, 25 October 2017 10:12,81549,7
463,Economic Growth,Economic Concept, 10 October 2017 13:38,81542,0
464,Economic Growth,Economic Concept, 10 October 2017 13:37,81542,3
465,Economic Growth,Economic Concept, 5 October 2017 17:22,81539,30
466,Economic Growth,Economic Concept, 5 October 2017 01:25,81509,30
467,Economic Growth,Economic Concept, 4 October 2017 15:54,81539,13
468,Economic Growth,Economic Concept, 4 October 2017 15:53,81552,14
469,Economic Growth,Economic Concept, 4 October 2017 15:51,81538,0
470,Economic Growth,Economic Concept, 4 October 2017 15:49,81538,11
471,Economic Growth,Economic Concept, 4 October 2017 15:47,81527,1
472,Economic Growth,Economic Concept, 4 October 2017 15:46,81528,297
473,Economic Growth,Economic Concept, 2 October 2017 12:27,81825,1
474,Economic Growth,Economic Concept, 30 September 2017 17:47,81826,30
475,Economic Growth,Economic Concept, 22 September 2017 17:23,81796,1
476,Economic Growth,Economic Concept, 22 September 2017 16:41,81797,93
477,Economic Growth,Economic Concept, 16 September 2017 19:17,81704,836
478,Economic Growth,Economic Concept, 4 September 2017 19:10,80868,4
479,Economic Growth,Economic Concept, 31 August 2017 00:59,80864,0
480,Economic Growth,Economic Concept, 28 August 2017 12:37,80864,1
481,Economic Growth,Economic Concept, 28 August 2017 11:39,80863,17
482,Economic Growth,Economic Concept, 26 August 2017 21:39,80880,1
483,Economic Growth,Economic Concept, 15 August 2017 00:40,80879,177
484,Economic Growth,Economic Concept, 12 August 2017 13:32,80702,29
485,Economic Growth,Economic Concept, 10 August 2017 01:29,80731,1
486,Economic Growth,Economic Concept, 27 June 2017 19:02,80730,23
487,Economic Growth,Economic Concept, 27 June 2017 07:57,80707,102
488,Economic Growth,Economic Concept, 27 June 2017 07:47,80809,51
489,Economic Growth,Economic Concept, 27 June 2017 07:44,80758,51
490,Economic Growth,Economic Concept, 3 June 2017 18:56,80707,4
491,Economic Growth,Economic Concept, 17 May 2017 22:54,80711,2
492,Economic Growth,Economic Concept, 17 May 2017 21:10,80713,2
493,Economic Growth,Economic Concept, 13 May 2017 19:40,80711,580
494,Economic Growth,Economic Concept, 13 May 2017 19:40,81291,580
495,Economic Growth,Economic Concept, 1 May 2017 04:23,80711,9
496,Economic Growth,Economic Concept, 1 May 2017 04:04,80720,9
497,Economic Growth,Economic Concept, 13 April 2017 15:40,80711,"3,576"
498,Economic Growth,Economic Concept, 29 March 2017 22:46,77135,"1,232"
499,Economic Growth,Economic Concept, 28 March 2017 09:52,78367,1
500,Economic Growth,Economic Concept, 28 March 2017 09:49,78368,408
501,Economic Growth,Economic Concept, 19 March 2017 01:46,77960,61
502,Economic Growth,Economic Concept, 11 March 2017 15:37,78021,12
503,Economic Growth,Economic Concept, 11 March 2017 15:34,78033,12
504,Economic Growth,Economic Concept, 6 March 2017 11:48,78021,2
505,Economic Growth,Economic Concept, 14 February 2017 03:21,78019,159
506,Economic Growth,Economic Concept, 10 February 2017 18:20,77860,35
507,Economic Growth,Economic Concept, 5 February 2017 04:13,77895,90
508,Economic Growth,Economic Concept, 2 February 2017 07:09,77985,22
509,Economic Growth,Economic Concept, 2 February 2017 07:08,77963,19
510,Economic Growth,Economic Concept, 29 January 2017 18:26,77944,4
511,Economic Growth,Economic Concept, 27 January 2017 19:19,77948,184
512,Economic Growth,Economic Concept, 27 January 2017 17:08,77764,90
513,Economic Growth,Economic Concept, 19 January 2017 17:12,77674,565
514,Economic Growth,Economic Concept, 19 January 2017 16:18,77109,0
515,Economic Growth,Economic Concept, 12 January 2017 19:22,77109,6
516,Economic Growth,Economic Concept, 26 December 2016 05:59,77115,0
517,Economic Growth,Economic Concept, 25 December 2016 21:58,77115,0
518,Economic Growth,Economic Concept, 25 December 2016 21:58,77115,0
519,Economic Growth,Economic Concept, 25 December 2016 21:58,77115,64
520,Economic Growth,Economic Concept, 25 December 2016 21:57,77051,64
521,Economic Growth,Economic Concept, 25 December 2016 21:57,77115,3
522,Economic Growth,Economic Concept, 25 December 2016 21:56,77112,61
523,Economic Growth,Economic Concept, 25 December 2016 19:27,77051,339
524,Economic Growth,Economic Concept, 25 December 2016 18:48,76712,554
525,Economic Growth,Economic Concept, 25 December 2016 18:47,77266,215
526,Economic Growth,Economic Concept, 23 December 2016 22:39,77051,5
527,Economic Growth,Economic Concept, 19 December 2016 17:21,77046,146
528,Economic Growth,Economic Concept, 13 December 2016 08:30,76900,273
529,Economic Growth,Economic Concept, 13 December 2016 08:28,77173,273
530,Economic Growth,Economic Concept, 10 December 2016 04:38,76900,0
531,Economic Growth,Economic Concept, 2 December 2016 23:24,76900,24
532,Economic Growth,Economic Concept, 2 December 2016 23:20,76876,27
533,Economic Growth,Economic Concept, 2 December 2016 23:19,76849,18
534,Economic Growth,Economic Concept, 2 December 2016 23:18,76831,31
535,Economic Growth,Economic Concept, 2 December 2016 23:16,76800,19
536,Economic Growth,Economic Concept, 2 December 2016 19:55,76781,128
537,Economic Growth,Economic Concept, 25 November 2016 19:53,76909,38
538,Economic Growth,Economic Concept, 25 November 2016 19:33,76871,30
539,Economic Growth,Economic Concept, 25 November 2016 14:55,76841,517
540,Economic Growth,Economic Concept, 11 November 2016 17:32,76324,0
541,Economic Growth,Economic Concept, 12 October 2016 23:05,76324,3
542,Economic Growth,Economic Concept, 12 October 2016 23:05,76327,3
543,Economic Growth,Economic Concept, 8 October 2016 17:35,76324,31
544,Economic Growth,Economic Concept, 26 September 2016 12:38,76355,55
545,Economic Growth,Economic Concept, 26 September 2016 11:36,76410,53
546,Economic Growth,Economic Concept, 26 September 2016 11:36,76357,2
547,Economic Growth,Economic Concept, 9 September 2016 21:02,76355,31
548,Economic Growth,Economic Concept, 7 September 2016 20:18,76324,2
549,Economic Growth,Economic Concept, 7 September 2016 20:17,76326,47
550,Economic Growth,Economic Concept, 2 September 2016 00:50,76279,2
551,Economic Growth,Economic Concept, 30 August 2016 04:49,76277,6
552,Economic Growth,Economic Concept, 30 August 2016 04:09,76283,29
553,Economic Growth,Economic Concept, 30 August 2016 04:00,76254,10
554,Economic Growth,Economic Concept, 30 August 2016 03:54,76244,19
555,Economic Growth,Economic Concept, 30 August 2016 03:49,76263,18
556,Economic Growth,Economic Concept, 30 August 2016 03:41,76245,1
557,Economic Growth,Economic Concept, 3 August 2016 11:11,76246,22
558,Economic Growth,Economic Concept, 27 July 2016 16:15,76224,6
559,Economic Growth,Economic Concept, 20 July 2016 16:25,76230,169
560,Economic Growth,Economic Concept, 19 July 2016 23:00,76399,13
561,Economic Growth,Economic Concept, 12 July 2016 01:51,76386,312
562,Economic Growth,Economic Concept, 29 June 2016 23:38,76698,312
563,Economic Growth,Economic Concept, 29 June 2016 23:26,76386,312
564,Economic Growth,Economic Concept, 29 June 2016 23:12,76698,29
565,Economic Growth,Economic Concept, 29 June 2016 03:33,76669,136
566,Economic Growth,Economic Concept, 29 June 2016 03:24,76533,132
567,Economic Growth,Economic Concept, 29 June 2016 03:13,76401,"1,540"
568,Economic Growth,Economic Concept, 29 June 2016 01:52,74861,"2,068"
569,Economic Growth,Economic Concept, 28 June 2016 23:17,72793,24
570,Economic Growth,Economic Concept, 28 June 2016 23:07,72769,28
571,Economic Growth,Economic Concept, 28 June 2016 23:02,72797,10
572,Economic Growth,Economic Concept, 28 June 2016 22:51,72807,18
573,Economic Growth,Economic Concept, 28 June 2016 21:19,72825,16
574,Economic Growth,Economic Concept, 28 June 2016 21:14,72809,88
575,Economic Growth,Economic Concept, 28 June 2016 21:11,72721,65
576,Economic Growth,Economic Concept, 20 June 2016 06:25,72656,51
577,Economic Growth,Economic Concept, 20 June 2016 06:24,72707,51
578,Economic Growth,Economic Concept, 20 June 2016 00:57,72656,"8,650"
579,Economic Growth,Economic Concept, 20 June 2016 00:50,81306,"8,650"
580,Economic Growth,Economic Concept, 19 June 2016 18:58,72656,"8,642"
581,Economic Growth,Economic Concept, 19 June 2016 17:30,81298,"8,642"
582,Economic Growth,Economic Concept, 19 June 2016 17:30,72656,"8,642"
583,Economic Growth,Economic Concept, 19 June 2016 14:23,81298,"8,642"
584,Economic Growth,Economic Concept, 19 June 2016 14:12,72656,"8,642"
585,Economic Growth,Economic Concept, 19 June 2016 13:19,81298,"8,642"
586,Economic Growth,Economic Concept, 14 June 2016 16:26,72656,6
587,Economic Growth,Economic Concept, 12 June 2016 23:36,72650,5
588,Economic Growth,Economic Concept, 12 June 2016 03:19,72655,818
589,Economic Growth,Economic Concept, 12 June 2016 01:56,71837,16
590,Economic Growth,Economic Concept, 11 June 2016 07:16,71821,"1,608"
591,Economic Growth,Economic Concept, 11 June 2016 07:12,73429,276
592,Economic Growth,Economic Concept, 11 June 2016 07:10,73705,207
593,Economic Growth,Economic Concept, 11 June 2016 07:08,73912,0
594,Economic Growth,Economic Concept, 11 June 2016 07:08,73912,1
595,Economic Growth,Economic Concept, 11 June 2016 07:07,73911,109
596,Economic Growth,Economic Concept, 11 June 2016 07:06,74020,16
597,Economic Growth,Economic Concept, 10 June 2016 15:30,74036,16
598,Economic Growth,Economic Concept, 8 June 2016 02:42,74020,60
599,Economic Growth,Economic Concept, 7 June 2016 15:26,73960,329
600,Economic Growth,Economic Concept, 29 May 2016 22:44,74289,151
601,Economic Growth,Economic Concept, 25 May 2016 20:24,74440,14
602,Economic Growth,Economic Concept, 25 May 2016 20:02,74426,79
603,Economic Growth,Economic Concept, 25 May 2016 20:02,74505,740
604,Economic Growth,Economic Concept, 25 May 2016 20:00,75245,78
605,Economic Growth,Economic Concept, 25 May 2016 19:59,75323,11
606,Economic Growth,Economic Concept, 25 May 2016 19:58,75312,156
607,Economic Growth,Economic Concept, 25 May 2016 19:57,75468,0
608,Economic Growth,Economic Concept, 25 May 2016 19:54,75468,"1,525"
609,Economic Growth,Economic Concept, 24 May 2016 07:21,76993,1
610,Economic Growth,Economic Concept, 21 May 2016 23:17,76992,0
611,Economic Growth,Economic Concept, 21 May 2016 16:56,76992,618
612,Economic Growth,Economic Concept, 21 May 2016 16:03,76374,554
613,Economic Growth,Economic Concept, 21 May 2016 15:19,75820,"1,353"
614,Economic Growth,Economic Concept, 21 May 2016 14:52,74467,866
615,Economic Growth,Economic Concept, 19 May 2016 18:27,73601,7
616,Economic Growth,Economic Concept, 18 May 2016 01:44,73594,3
617,Economic Growth,Economic Concept, 16 May 2016 02:16,73597,0
618,Economic Growth,Economic Concept, 11 May 2016 19:27,73597,28
619,Economic Growth,Economic Concept, 4 May 2016 14:45,73625,1
620,Economic Growth,Economic Concept, 3 May 2016 16:04,73624,1
621,Economic Growth,Economic Concept, 1 May 2016 21:09,73625,14
622,Economic Growth,Economic Concept, 28 April 2016 16:28,73611,1
623,Economic Growth,Economic Concept, 28 April 2016 16:27,73610,1
624,Economic Growth,Economic Concept, 22 April 2016 23:27,73611,15
625,Economic Growth,Economic Concept, 19 April 2016 02:29,73596,4
626,Economic Growth,Economic Concept, 5 April 2016 19:41,73592,3
627,Economic Growth,Economic Concept, 3 April 2016 15:32,73589,1
628,Economic Growth,Economic Concept, 30 March 2016 11:34,73588,7
629,Economic Growth,Economic Concept, 30 March 2016 11:13,73595,7
630,Economic Growth,Economic Concept, 21 March 2016 04:04,73588,451
631,Economic Growth,Economic Concept, 20 March 2016 03:14,73137,265
632,Economic Growth,Economic Concept, 24 February 2016 23:02,72872,3
633,Economic Growth,Economic Concept, 24 February 2016 23:01,72875,3
634,Economic Growth,Economic Concept, 16 February 2016 04:07,72872,16
635,Economic Growth,Economic Concept, 16 February 2016 01:52,72856,313
636,Economic Growth,Economic Concept, 16 February 2016 01:35,72543,36
637,Economic Growth,Economic Concept, 4 February 2016 12:09,72507,8
638,Economic Growth,Economic Concept, 4 February 2016 09:29,72515,8
639,Economic Growth,Economic Concept, 25 January 2016 01:56,72507,109
640,Economic Growth,Economic Concept, 25 January 2016 01:56,72616,104
641,Economic Growth,Economic Concept, 25 January 2016 01:54,72512,5
642,Economic Growth,Economic Concept, 19 January 2016 01:40,72507,213
643,Economic Growth,Economic Concept, 15 January 2016 21:53,72294,2
644,Economic Growth,Economic Concept, 15 January 2016 13:29,72296,172
645,Economic Growth,Economic Concept, 15 January 2016 03:26,72124,113
646,Economic Growth,Economic Concept, 15 January 2016 03:23,72011,218
647,Economic Growth,Economic Concept, 15 January 2016 03:15,71793,876
648,Economic Growth,Economic Concept, 9 January 2016 23:57,70917,0
649,Economic Growth,Economic Concept, 25 December 2015 05:12,70917,1
650,Economic Growth,Economic Concept, 25 December 2015 05:10,70918,1
651,Economic Growth,Economic Concept, 2 December 2015 07:19,70917,191
652,Economic Growth,Economic Concept, 20 November 2015 11:18,70726,0
653,Economic Growth,Economic Concept, 20 November 2015 11:17,70726,43
654,Economic Growth,Economic Concept, 20 November 2015 11:16,70683,12
655,Economic Growth,Economic Concept, 20 November 2015 11:14,70671,1
656,Economic Growth,Economic Concept, 11 November 2015 21:48,70672,51
