Census 2021 Super Data Zone Code,Census 2021 Super Data Zone Label,Economic Activity - 9 Categories Code,Economic Activity - 9 Categories Label,Count
N21000050,Glengormley_Urban_C,7,Economically inactive: Long-term sick or disabled,51
N21000050,Glengormley_Urban_C,8,Economically inactive: Other,24
N21000050,Glengormley_Urban_C,-8,No code required,449
N21000051,Glengormley_Urban_D,1,Economically active: Employee (including full-time students),994
N21000051,Glengormley_Urban_D,2,Economically active: Self-employed (including full-time students),88
N21000051,Glengormley_Urban_D,3,Economically active: Unemployed (including full-time students),57
N21000051,Glengormley_Urban_D,4,Economically inactive: Retired,382
N21000051,Glengormley_Urban_D,5,Economically inactive: Student,61
N21000051,Glengormley_Urban_D,6,Economically inactive: Looking after home or family,55
N21000051,Glengormley_Urban_D,7,Economically inactive: Long-term sick or disabled,76
N21000051,Glengormley_Urban_D,8,Economically inactive: Other,40
N21000051,Glengormley_Urban_D,-8,No code required,390
N21000052,Glengormley_Urban_E,1,Economically active: Employee (including full-time students),657
N21000052,Glengormley_Urban_E,2,Economically active: Self-employed (including full-time students),59
N21000052,Glengormley_Urban_E,3,Economically active: Unemployed (including full-time students),57
N21000052,Glengormley_Urban_E,4,Economically inactive: Retired,289
N21000052,Glengormley_Urban_E,5,Economically inactive: Student,54
N21000052,Glengormley_Urban_E,6,Economically inactive: Looking after home or family,92
N21000052,Glengormley_Urban_E,7,Economically inactive: Long-term sick or disabled,124
N21000052,Glengormley_Urban_E,8,Economically inactive: Other,42
N21000052,Glengormley_Urban_E,-8,No code required,309
N21000053,Glengormley_Urban_F,1,Economically active: Employee (including full-time students),817
N21000053,Glengormley_Urban_F,2,Economically active: Self-employed (including full-time students),81
N21000053,Glengormley_Urban_F,3,Economically active: Unemployed (including full-time students),35
N21000053,Glengormley_Urban_F,4,Economically inactive: Retired,455
N21000053,Glengormley_Urban_F,5,Economically inactive: Student,73
N21000053,Glengormley_Urban_F,6,Economically inactive: Looking after home or family,41
N21000053,Glengormley_Urban_F,7,Economically inactive: Long-term sick or disabled,72
N21000053,Glengormley_Urban_F,8,Economically inactive: Other,26
N21000053,Glengormley_Urban_F,-8,No code required,298
N21000054,Glengormley_Urban_G,1,Economically active: Employee (including full-time students),800
N21000054,Glengormley_Urban_G,2,Economically active: Self-employed (including full-time students),70
N21000054,Glengormley_Urban_G,3,Economically active: Unemployed (including full-time students),33
N21000054,Glengormley_Urban_G,4,Economically inactive: Retired,430
N21000054,Glengormley_Urban_G,5,Economically inactive: Student,50
N21000054,Glengormley_Urban_G,6,Economically inactive: Looking after home or family,48
N21000054,Glengormley_Urban_G,7,Economically inactive: Long-term sick or disabled,53
N21000054,Glengormley_Urban_G,8,Economically inactive: Other,25
N21000054,Glengormley_Urban_G,-8,No code required,350
N21000055,Glengormley_Urban_H,1,Economically active: Employee (including full-time students),513
N21000055,Glengormley_Urban_H,2,Economically active: Self-employed (including full-time students),55
N21000055,Glengormley_Urban_H,3,Economically active: Unemployed (including full-time students),30
N21000055,Glengormley_Urban_H,4,Economically inactive: Retired,258
N21000055,Glengormley_Urban_H,5,Economically inactive: Student,44
N21000055,Glengormley_Urban_H,6,Economically inactive: Looking after home or family,39
N21000055,Glengormley_Urban_H,7,Economically inactive: Long-term sick or disabled,125
N21000055,Glengormley_Urban_H,8,Economically inactive: Other,24
N21000055,Glengormley_Urban_H,-8,No code required,219
N21000056,Glengormley_Urban_J,1,Economically active: Employee (including full-time students),959
N21000056,Glengormley_Urban_J,2,Economically active: Self-employed (including full-time students),113
N21000056,Glengormley_Urban_J,3,Economically active: Unemployed (including full-time students),48
N21000056,Glengormley_Urban_J,4,Economically inactive: Retired,333
N21000056,Glengormley_Urban_J,5,Economically inactive: Student,71
N21000056,Glengormley_Urban_J,6,Economically inactive: Looking after home or family,58
N21000056,Glengormley_Urban_J,7,Economically inactive: Long-term sick or disabled,74
N21000056,Glengormley_Urban_J,8,Economically inactive: Other,44
N21000056,Glengormley_Urban_J,-8,No code required,487
N21000057,Glengormley_Urban_K,1,Economically active: Employee (including full-time students),941
N21000057,Glengormley_Urban_K,2,Economically active: Self-employed (including full-time students),116
N21000057,Glengormley_Urban_K,3,Economically active: Unemployed (including full-time students),35
N21000057,Glengormley_Urban_K,4,Economically inactive: Retired,446
N21000057,Glengormley_Urban_K,5,Economically inactive: Student,71
N21000057,Glengormley_Urban_K,6,Economically inactive: Looking after home or family,34
N21000057,Glengormley_Urban_K,7,Economically inactive: Long-term sick or disabled,70
N21000057,Glengormley_Urban_K,8,Economically inactive: Other,25
N21000057,Glengormley_Urban_K,-8,No code required,381
N21000058,Glengormley_Urban_L,1,Economically active: Employee (including full-time students),1213
N21000058,Glengormley_Urban_L,2,Economically active: Self-employed (including full-time students),153
N21000058,Glengormley_Urban_L,3,Economically active: Unemployed (including full-time students),62
N21000058,Glengormley_Urban_L,4,Economically inactive: Retired,273
N21000058,Glengormley_Urban_L,5,Economically inactive: Student,113
N21000058,Glengormley_Urban_L,6,Economically inactive: Looking after home or family,56
N21000058,Glengormley_Urban_L,7,Economically inactive: Long-term sick or disabled,90
N21000058,Glengormley_Urban_L,8,Economically inactive: Other,41
N21000058,Glengormley_Urban_L,-8,No code required,537
N21000059,Airport_A,1,Economically active: Employee (including full-time students),546
N21000059,Airport_A,2,Economically active: Self-employed (including full-time students),109
N21000059,Airport_A,3,Economically active: Unemployed (including full-time students),11
N21000059,Airport_A,4,Economically inactive: Retired,462
N21000059,Airport_A,5,Economically inactive: Student,48
N21000059,Airport_A,6,Economically inactive: Looking after home or family,37
N21000059,Airport_A,7,Economically inactive: Long-term sick or disabled,71
N21000059,Airport_A,8,Economically inactive: Other,23
N21000059,Airport_A,-8,No code required,238
N21000060,Airport_B,1,Economically active: Employee (including full-time students),738
N21000060,Airport_B,2,Economically active: Self-employed (including full-time students),146
N21000060,Airport_B,3,Economically active: Unemployed (including full-time students),27
N21000060,Airport_B,4,Economically inactive: Retired,304
N21000060,Airport_B,5,Economically inactive: Student,51
N21000060,Airport_B,6,Economically inactive: Looking after home or family,45
N21000060,Airport_B,7,Economically inactive: Long-term sick or disabled,83
N21000060,Airport_B,8,Economically inactive: Other,34
N21000060,Airport_B,-8,No code required,333
N21000061,Airport_C,1,Economically active: Employee (including full-time students),869
N21000061,Airport_C,2,Economically active: Self-employed (including full-time students),324
N21000061,Airport_C,3,Economically active: Unemployed (including full-time students),41
N21000061,Airport_C,4,Economically inactive: Retired,455
N21000061,Airport_C,5,Economically inactive: Student,87
N21000061,Airport_C,6,Economically inactive: Looking after home or family,97
N21000061,Airport_C,7,Economically inactive: Long-term sick or disabled,58
N21000061,Airport_C,8,Economically inactive: Other,41
N21000061,Airport_C,-8,No code required,471
N21000062,Airport_D,1,Economically active: Employee (including full-time students),1172
N21000062,Airport_D,2,Economically active: Self-employed (including full-time students),143
N21000062,Airport_D,3,Economically active: Unemployed (including full-time students),44
N21000062,Airport_D,4,Economically inactive: Retired,240
N21000062,Airport_D,5,Economically inactive: Student,113
N21000062,Airport_D,6,Economically inactive: Looking after home or family,67
N21000062,Airport_D,7,Economically inactive: Long-term sick or disabled,58
N21000062,Airport_D,8,Economically inactive: Other,39
N21000062,Airport_D,-8,No code required,627
N21000063,Airport_E,1,Economically active: Employee (including full-time students),1518
N21000063,Airport_E,2,Economically active: Self-employed (including full-time students),157
N21000063,Airport_E,3,Economically active: Unemployed (including full-time students),42
N21000063,Airport_E,4,Economically inactive: Retired,65
N21000063,Airport_E,5,Economically inactive: Student,104
N21000063,Airport_E,6,Economically inactive: Looking after home or family,56
N21000063,Airport_E,7,Economically inactive: Long-term sick or disabled,45
N21000063,Airport_E,8,Economically inactive: Other,36
N21000063,Airport_E,-8,No code required,915
N21000064,Airport_F,1,Economically active: Employee (including full-time students),1455
N21000064,Airport_F,2,Economically active: Self-employed (including full-time students),244
N21000064,Airport_F,3,Economically active: Unemployed (including full-time students),43
N21000064,Airport_F,4,Economically inactive: Retired,325
N21000064,Airport_F,5,Economically inactive: Student,162
N21000064,Airport_F,6,Economically inactive: Looking after home or family,93
N21000064,Airport_F,7,Economically inactive: Long-term sick or disabled,64
N21000064,Airport_F,8,Economically inactive: Other,96
N21000064,Airport_F,-8,No code required,479
N21000065,Airport_G,1,Economically active: Employee (including full-time students),962
N21000065,Airport_G,2,Economically active: Self-employed (including full-time students),308
N21000065,Airport_G,3,Economically active: Unemployed (including full-time students),29
N21000065,Airport_G,4,Economically inactive: Retired,413
N21000065,Airport_G,5,Economically inactive: Student,89
N21000065,Airport_G,6,Economically inactive: Looking after home or family,81
N21000065,Airport_G,7,Economically inactive: Long-term sick or disabled,73
N21000065,Airport_G,8,Economically inactive: Other,41
N21000065,Airport_G,-8,No code required,513
N21000066,Airport_H,1,Economically active: Employee (including full-time students),1181
N21000066,Airport_H,2,Economically active: Self-employed (including full-time students),119
N21000066,Airport_H,3,Economically active: Unemployed (including full-time students),69
N21000066,Airport_H,4,Economically inactive: Retired,330
N21000066,Airport_H,5,Economically inactive: Student,144
N21000066,Airport_H,6,Economically inactive: Looking after home or family,115
N21000066,Airport_H,7,Economically inactive: Long-term sick or disabled,149
N21000066,Airport_H,8,Economically inactive: Other,71
N21000066,Airport_H,-8,No code required,709
N21000067,Airport_J,1,Economically active: Employee (including full-time students),1116
N21000067,Airport_J,2,Economically active: Self-employed (including full-time students),132
N21000067,Airport_J,3,Economically active: Unemployed (including full-time students),61
N21000067,Airport_J,4,Economically inactive: Retired,295
N21000067,Airport_J,5,Economically inactive: Student,104
N21000067,Airport_J,6,Economically inactive: Looking after home or family,82
N21000067,Airport_J,7,Economically inactive: Long-term sick or disabled,144
N21000067,Airport_J,8,Economically inactive: Other,52
N21000067,Airport_J,-8,No code required,494
N21000068,Armagh_A,1,Economically active: Employee (including full-time students),1379
