,name,link,scrape_time,prices,price,relative_price
172,Jaffa Oranges Minimum 4 Pack,https://www.tesco.com/groceries/en-GB/products/253554170,1687613754.05739,"['£2.10', '£0.52/each']",2.1,£0.52/each
173,Fridge Raiders Roast Chicken Bites 3X22.5G,https://www.tesco.com/groceries/en-GB/products/302490020,1687613754.1301188,"['£1.60', '£2.37/100g']",1.6,£2.37/100g
174,Tesco Orange Minimum 5 Pack,https://www.tesco.com/groceries/en-GB/products/288136888,1687613754.233886,"['£1.50', '£0.30/each']",1.5,£0.30/each
175,Woodside Farms Unsmoked Back Bacon 300G,https://www.tesco.com/groceries/en-GB/products/292312017,1687613754.329035,"['£1.45', '£4.83/kg']",1.45,£4.83/kg
176,Large Kiwi Fruit Class 1 Each,https://www.tesco.com/groceries/en-GB/products/253554285,1687613754.4011588,"['£0.30', '£0.30/each']",0.3,£0.30/each
177,Arla Bob Semi Skimmed Milk 2 Litre,https://www.tesco.com/groceries/en-GB/products/313855022,1687613754.476755,"['£2.60', '£1.30/litre DR.WT']",2.6,£1.30/litre DR.WT
178,Tesco Sweet Gem Lettuce,https://www.tesco.com/groceries/en-GB/products/264534350,1687613754.5769851,"['£1.00', '£0.50/each']",1.0,£0.50/each
180,Redmere Farms Red Onion 1Kg,https://www.tesco.com/groceries/en-GB/products/292276416,1687613754.721869,"['£0.65', '£0.65/kg']",0.65,£0.65/kg
182,Tesco Lean Diced Beef 400G,https://www.tesco.com/groceries/en-GB/products/308483578,1687613754.863408,"['£4.85', '£12.12/kg']",4.85,£12.12/kg
183,Tesco British Mild Cheddar Cheese 400G,https://www.tesco.com/groceries/en-GB/products/305973280,1687613754.937469,"['£3.40', '£8.50/kg']",3.4,£8.50/kg
184,Tesco Unsmoked Streaky Bacon 300G,https://www.tesco.com/groceries/en-GB/products/281037354,1687613755.007044,"['£2.65', '£8.83/kg']",2.65,£8.83/kg
186,Tesco Finest 4 British Beef Steak Burgers 454G,https://www.tesco.com/groceries/en-GB/products/275216612,1687613755.157422,"['£4.10', '£9.03/kg']",4.1,£9.03/kg
187,Lactofree Fresh Semi Skimmed Milk 1L,https://www.tesco.com/groceries/en-GB/products/258877943,1687613755.228935,"['£2.00', '£2.00/litre']",2.0,£2.00/litre
188,Cathedral City Extra Mature Cheddar 550G,https://www.tesco.com/groceries/en-GB/products/288986209,1687613755.32187,"['£5.40', '£9.82/kg']",5.4,£9.82/kg
189,Tesco Fresh Single Cream 300Ml,https://www.tesco.com/groceries/en-GB/products/262479245,1687613755.4152582,"['£1.20', '£0.40/100ml']",1.2,£0.40/100ml
190,Flora Buttery Spread 450G,https://www.tesco.com/groceries/en-GB/products/312565758,1687613755.489213,"['£2.15', '£4.78/kg']",2.15,£4.78/kg
191,Mini Babybel Original Cheese Snacks 10X20g 200G,https://www.tesco.com/groceries/en-GB/products/307346979,1687613755.5834382,"['£2.59', '£12.95/kg']",2.59,£12.95/kg
192,St.Ewe Rich Yolk Free Range Eggs 6 Pack,https://www.tesco.com/groceries/en-GB/products/305250110,1687613761.610495,"['£2.30', '£0.38/each']",2.3,£0.38/each
193,Tesco Twin Garlic Baguette 410G,https://www.tesco.com/groceries/en-GB/products/307362677,1687613761.6962922,"['£1.80', '£0.44/100g']",1.8,£0.44/100g
194,Tesco Soft Cheese Plain Full Fat 200G,https://www.tesco.com/groceries/en-GB/products/303629634,1687613761.80906,"['£1.30', '£6.50/kg']",1.3,£6.50/kg
195,Tesco Extra Mature Grated Cheddar 250G,https://www.tesco.com/groceries/en-GB/products/256344327,1687613761.882904,"['£2.75', '£11.00/kg']",2.75,£11.00/kg
196,Richmond 12 Thick Pork Sausages 615G,https://www.tesco.com/groceries/en-GB/products/305981569,1687613761.979439,"['£3.35', '£5.45/kg']",3.35,£5.45/kg
197,Tesco Ready To Eat Seasonal Pears 4Pack 550G,https://www.tesco.com/groceries/en-GB/products/284475164,1687613762.0839858,"['£2.10', '£3.82/kg']",2.1,£3.82/kg
198,Ginger Root Loose,https://www.tesco.com/groceries/en-GB/products/253559297,1687613762.170832,"['£0.55', '£5.50/kg']",0.55,£5.50/kg
199,Tesco Golden Delicious Apple Minimum 5,https://www.tesco.com/groceries/en-GB/products/284475890,1687613762.25701,"['£1.70', '£0.34/each']",1.7,£0.34/each
200,Creamfields Mature White Cheddar 400G,https://www.tesco.com/groceries/en-GB/products/302676607,1687613762.3643851,"['£2.85', '£7.12/kg']",2.85,£7.12/kg
202,Tesco Large Flat Mushrooms 250G,https://www.tesco.com/groceries/en-GB/products/299916749,1687613762.528801,"['£1.25', '£5.00/kg']",1.25,£5.00/kg
203,Tesco Blue Stilton 220G,https://www.tesco.com/groceries/en-GB/products/261535054,1687613762.605123,"['£2.50', '£11.36/kg']",2.5,£11.36/kg
204,Tesco Soured Cream 300Ml,https://www.tesco.com/groceries/en-GB/products/265166259,1687613762.680869,"['£1.05', '£0.35/100ml']",1.05,£0.35/100ml
205,Tesco Egg Noodles 300G,https://www.tesco.com/groceries/en-GB/products/290981391,1687613762.7548,"['£1.25', '£4.17/kg']",1.25,£4.17/kg
206,Tesco Greek Style Natural Yogurt 1Kg,https://www.tesco.com/groceries/en-GB/products/296360788,1687613762.857206,"['£1.95', '£0.20/100g']",1.95,£0.20/100g
207,Creamfields Uht Semi Skimmed Milk 1 Litre,https://www.tesco.com/groceries/en-GB/products/299914279,1687613762.938005,"['£0.69', '£0.69/litre']",0.69,£0.69/litre
210,Creamfields 4 Pack Strawberry Raspberry Yogurt Pouches 320G,https://www.tesco.com/groceries/en-GB/products/305961835,1687613763.167354,"['£0.89', '£0.28/100g']",0.89,£0.28/100g
211,Tesco Cauliflower Cheese 350G,https://www.tesco.com/groceries/en-GB/products/258302991,1687613763.2452538,"['£1.50', '£4.29/kg']",1.5,£4.29/kg
212,Green Peppers Each Class 1,https://www.tesco.com/groceries/en-GB/products/258270595,1687613763.348685,"['£0.60', '£0.60/each']",0.6,£0.60/each
213,Rosedene Farms Small Pear Pack 550G,https://www.tesco.com/groceries/en-GB/products/292249484,1687613763.423131,"['£0.99', '£1.80/kg']",0.99,£1.80/kg
214,Creamfields Apricot Strawberry Raspberry Fromage Frais 12 X 50G,https://www.tesco.com/groceries/en-GB/products/299970378,1687613763.496835,"['£0.80', '£0.13/100g']",0.8,£0.13/100g
215,Tesco Cut Basil 30G,https://www.tesco.com/groceries/en-GB/products/292695686,1687613763.5764868,"['£0.52', '£0.17/10g']",0.52,£0.17/10g
216,Woodside Farms Streaky Bacon 275G,https://www.tesco.com/groceries/en-GB/products/292311053,1687613763.652643,"['£1.45', '£5.27/kg']",1.45,£5.27/kg
217,Tesco Pineapple Each,https://www.tesco.com/groceries/en-GB/products/255230763,1687613763.735381,"['£0.95', '£0.95/each']",0.95,£0.95/each
218,Tesco Radish Pack 240G,https://www.tesco.com/groceries/en-GB/products/261049366,1687613763.8117619,"['£0.52', '£2.17/kg']",0.52,£2.17/kg
219,Tesco Sweetcorn Cobettes 4 Pack,https://www.tesco.com/groceries/en-GB/products/251788587,1687613763.886525,"['£1.35', '£0.34/each']",1.35,£0.34/each
220,Suntrail Farms Ripen At Home Plum 400G,https://www.tesco.com/groceries/en-GB/products/292275580,1687613763.9887302,"['£0.89', '£2.22/kg']",0.89,£2.22/kg
221,Tesco 16 Seafood Sticks 250G,https://www.tesco.com/groceries/en-GB/products/250211805,1687613764.077693,"['£1.20', '£0.48/100g']",1.2,£0.48/100g
222,Tesco Classic Multipack Dips 516G,https://www.tesco.com/groceries/en-GB/products/259793971,1687613764.1748211,"['£3.00', '£0.58/100g']",3.0,£0.58/100g
223,Tesco Roast Sliced Chicken Breast 180G,https://www.tesco.com/groceries/en-GB/products/295014849,1687613764.248706,"['£3.25', '£1.81/100g']",3.25,£1.81/100g
224,Tesco Unsmoked Twin Pack Back Bacon 2X360g,https://www.tesco.com/groceries/en-GB/products/303088622,1687613764.318919,"['£5.00', '£6.94/kg']",5.0,£6.94/kg
225,Muller Corner Vanilla & Banana Chocolate Balls & Flakes 6 X 124G,https://www.tesco.com/groceries/en-GB/products/311937292,1687613764.412813,"['£3.50', '£0.47/100g']",3.5,£0.47/100g
226,Tesco Smoked Twin Pack Back Bacon 2X360g,https://www.tesco.com/groceries/en-GB/products/303088645,1687613764.510345,"['£5.00', '£6.94/kg']",5.0,£6.94/kg
227,Tesco Cheese & Garlic Flatbread 230G,https://www.tesco.com/groceries/en-GB/products/286265277,1687613764.6072462,"['£1.90', '£0.83/100g']",1.9,£0.83/100g
228,Tesco Finest 6 Pork & Caramelised Onion Sausages 400G,https://www.tesco.com/groceries/en-GB/products/255211164,1687613764.6768,"['£3.25', '£8.12/kg']",3.25,£8.12/kg
229,Tesco Grated Parmigiano Reggiano 100G,https://www.tesco.com/groceries/en-GB/products/255081368,1687613764.771602,"['£2.35', '£23.50/kg']",2.35,£23.50/kg
230,Tesco Whole Chicken Extra Large 1.9Kg - 2.3Kg,https://www.tesco.com/groceries/en-GB/products/292277755,1687613764.8603919,"['£5.60', '£2.95/kg']",5.6,£2.95/kg
231,Pukka All Steak Pie,https://www.tesco.com/groceries/en-GB/products/304401896,1687613764.9333289,"['£2.00', '£2.00/each']",2.0,£2.00/each
232,Tesco Stonebaked Pepperoni Pizza 277G,https://www.tesco.com/groceries/en-GB/products/308493883,1687613765.011334,"['£3.50', '£1.26/100g']",3.5,£1.26/100g
233,Tesco 50% Less Fat Creme Fraiche 300Ml,https://www.tesco.com/groceries/en-GB/products/263772685,1687613765.1149702,"['£1.05', '£0.35/100ml']",1.05,£0.35/100ml
234,Tesco Peppery Babyleaf Rocket Salad 90G,https://www.tesco.com/groceries/en-GB/products/268312543,1687613765.191894,"['£1.35', '£1.50/100g']",1.35,£1.50/100g
235,Tesco Longlife Almond Drink Unsweetened 1Ltr,https://www.tesco.com/groceries/en-GB/products/287531928,1687613765.265586,"['£1.25', '£1.25/litre']",1.25,£1.25/litre
236,Tesco Full Fat Creme Fraiche 300Ml,https://www.tesco.com/groceries/en-GB/products/263772662,1687613765.336971,"['£1.05', '£0.35/100ml']",1.05,£0.35/100ml
237,Tesco Peeled Baby Sprouts 180G,https://www.tesco.com/groceries/en-GB/products/277973967,1687613765.447812,"['£1.10', '£6.11/kg']",1.1,£6.11/kg
239,Tesco Parmigiano Reggiano 200G,https://www.tesco.com/groceries/en-GB/products/260663698,1687613765.661661,"['£3.40', '£17.00/kg']",3.4,£17.00/kg
240,Tesco Stringless Beans 180G,https://www.tesco.com/groceries/en-GB/products/293953633,1687613770.7447722,"['£1.25', '£6.94/kg']",1.25,£6.94/kg
241,Creamfields Grated Cheddar 500G,https://www.tesco.com/groceries/en-GB/products/310681024,1687613770.8454862,"['£2.80', '£5.60/kg']",2.8,£5.60/kg
242,Tesco Seedless Grape Selection Pack 500G,https://www.tesco.com/groceries/en-GB/products/260138514,1687613770.927213,"['£2.00', '£4.00/kg']",2.0,£4.00/kg
243,Tesco Soured Cream 150Ml,https://www.tesco.com/groceries/en-GB/products/265166150,1687613771.00177,"['£0.75', '£0.50/100ml']",0.75,£0.50/100ml
244,Tesco Red Chillies 60G,https://www.tesco.com/groceries/en-GB/products/256339363,1687613771.0772228,"['£0.57', '£9.50/kg']",0.57,£9.50/kg
245,Tesco Red Onion 1Kg,https://www.tesco.com/groceries/en-GB/products/262645072,1687613771.162766,"['£0.95', '£0.95/kg']",0.95,£0.95/kg
246,Tesco Butterpak Spreadable Slight Salted 500G,https://www.tesco.com/groceries/en-GB/products/291729407,1687613771.26209,"['£2.19', '£4.38/kg']",2.19,£4.38/kg
247,Tesco Fresh Cut Flat Leaf Parsley 30G,https://www.tesco.com/groceries/en-GB/products/292686582,1687613771.3371232,"['£0.60', '£0.20/10g']",0.6,£0.20/10g
248,Eastman's Cooked Ham 125G,https://www.tesco.com/groceries/en-GB/products/299955783,1687613771.4113941,"['£0.92', '£0.74/100g']",0.92,£0.74/100g
249,Tesco Pizza Pepperoni 120G,https://www.tesco.com/groceries/en-GB/products/291124830,1687613771.485138,"['£1.05', '£0.88/100g']",1.05,£0.88/100g
250,Growers Harvest Orange Juice Smooth 2L,https://www.tesco.com/groceries/en-GB/products/300474469,1687613771.573309,"['£1.79', '£0.09/100ml']",1.79,£0.09/100ml
251,Tesco Guacamole 163G,https://www.tesco.com/groceries/en-GB/products/272453220,1687613771.654974,"['£1.20', '£0.74/100g']",1.2,£0.74/100g
252,Tesco Finest Extra Fine Beans 200G,https://www.tesco.com/groceries/en-GB/products/305041628,1687613771.753628,"['£1.50', '£7.50/kg']",1.5,£7.50/kg
253,Eastmans Corned Beef Slices 150G,https://www.tesco.com/groceries/en-GB/products/305974463,1687613771.831368,"['£1.24', '£0.83/100g']",1.24,£0.83/100g
254,Willow Farm Chicken Breast Portions 900G -1.2Kg,https://www.tesco.com/groceries/en-GB/products/304797305,1687613771.903018,"['£6.29', '£5.99/kg']",6.29,£5.99/kg
255,Tesco Lamb Whole Leg Joint,https://www.tesco.com/groceries/en-GB/products/253188113,1687613771.982283,"['£26.00', '£13.00/kg']",26.0,£13.00/kg
256,Tesco British Chicken Thigh Fillets 600G,https://www.tesco.com/groceries/en-GB/products/288661225,1687613772.057945,"['£4.60', '£7.67/kg']",4.6,£7.67/kg
257,Tesco 16 Honey Roast Ham 400G,https://www.tesco.com/groceries/en-GB/products/303880749,1687613772.130456,"['£3.50', '£0.88/100g']",3.5,£0.88/100g
258,Tesco Finest* Smoked Dry Cure Streaky Bacon,https://www.tesco.com/groceries/en-GB/products/261992145,1687613772.2102022,"['£3.50', '£14.58/kg']",3.5,£14.58/kg
259,Tesco British Apple Minimum 5 Pack,https://www.tesco.com/groceries/en-GB/products/284477058,1687613772.286491,"['£1.70', '£0.34/each']",1.7,£0.34/each
260,Tesco 8 Brtish Pork Sausages 454G,https://www.tesco.com/groceries/en-GB/products/261879050,1687613772.359162,"['£2.30', '£5.07/kg']",2.3,£5.07/kg
261,Tesco Wafer Thin Honey Roast Ham 125G,https://www.tesco.com/groceries/en-GB/products/303881218,1687613772.43763,"['£1.50', '£1.20/100g']",1.5,£1.20/100g
262,Tesco 30 Bitesize Pork Cocktail Sausages 255G,https://www.tesco.com/groceries/en-GB/products/268294690,1687613772.511513,"['£2.20', '£0.86/100g']",2.2,£0.86/100g
263,Ski Smooth Strawberry & Raspberry Yogurt 4X120g,https://www.tesco.com/groceries/en-GB/products/262042556,1687613772.608076,"['£1.45', '£0.30/100g']",1.45,£0.30/100g
264,Mini Babybel Light Cheese Snacks 10 X 20G 200G,https://www.tesco.com/groceries/en-GB/products/307353982,1687613772.681056,"['£2.59', '£12.95/kg']",2.59,£12.95/kg
265,I Can't Believe It's Not Butter Original Spread 450G,https://www.tesco.com/groceries/en-GB/products/310171524,1687613772.7566452,"['£1.50', '£3.33/kg']",1.5,£3.33/kg
266,Tesco Butterhead Salad 80G,https://www.tesco.com/groceries/en-GB/products/312352060,1687613772.8289878,"['£1.10', '£1.38/100g']",1.1,£1.38/100g
267,Tesco Pork Lean Mince 5% Fat 500G,https://www.tesco.com/groceries/en-GB/products/258431866,1687613772.922776,"['£3.00', '£6.00/kg']",3.0,£6.00/kg
268,Tesco Organic Garlic 3 Pack,https://www.tesco.com/groceries/en-GB/products/263943986,1687613772.993589,"['£1.00', '£0.33/each']",1.0,£0.33/each
269,Heygate Farms Norfolk Potatoes 750G,https://www.tesco.com/groceries/en-GB/products/277438133,1687613773.071761,"['£1.40', '£1.87/kg']",1.4,£1.87/kg
270,Leeks Loose Class 2,https://www.tesco.com/groceries/en-GB/products/253555998,1687613773.143369,"['£0.70', '£2.78/kg']",0.7,£2.78/kg
271,Arla Protein Strawberry 200G,https://www.tesco.com/groceries/en-GB/products/286702423,1687613773.21763,"['£1.25', '£0.62/100g']",1.25,£0.62/100g
272,Tesco Organic Houmous 200G,https://www.tesco.com/groceries/en-GB/products/260258101,1687613773.311274,"['£1.20', '£0.60/100g']",1.2,£0.60/100g
273,Tesco Pickled Pink Slaw 140G,https://www.tesco.com/groceries/en-GB/products/287733373,1687613773.408366,"['£1.10', '£0.79/100g']",1.1,£0.79/100g
275,Suntrail Farms Orange Minimum 5 Pack,https://www.tesco.com/groceries/en-GB/products/292225110,1687613773.5523021,"['£0.95', '£0.19/each']",0.95,£0.19/each
276,Tesco Mozzarella 240G,https://www.tesco.com/groceries/en-GB/products/308098619,1687613773.631263,"['£1.10', '£8.80/kg DR.WT']",1.1,£8.80/kg DR.WT
277,Tesco Finest Smoked Dry Cure Back Bacon 8 Rashers 240G,https://www.tesco.com/groceries/en-GB/products/275174361,1687613773.7024481,"['£3.50', '£14.58/kg']",3.5,£14.58/kg
278,Tesco 0% Fat Greek Style Yogurt 500G,https://www.tesco.com/groceries/en-GB/products/274510599,1687613773.795669,"['£1.10', '£0.22/100g']",1.1,£0.22/100g
279,Tesco Sweet & Crunchy Salad 250G,https://www.tesco.com/groceries/en-GB/products/304412981,1687613773.8649,"['£0.83', '£0.33/100g']",0.83,£0.33/100g
280,Eastmans Wafer Thin Cooked Ham 125G,https://www.tesco.com/groceries/en-GB/products/303880611,1687613773.938339,"['£1.00', '£0.80/100g']",1.0,£0.80/100g
281,Tesco Diced Onion 400G,https://www.tesco.com/groceries/en-GB/products/294007399,1687613774.010318,"['£1.10', '£2.75/kg']",1.1,£2.75/kg
282,Tesco Tenderstem & Mixed Vegetables 160G,https://www.tesco.com/groceries/en-GB/products/297682889,1687613774.107863,"['£2.00', '£12.50/kg']",2.0,£12.50/kg
283,Tesco Iceberg Lettuce 200G,https://www.tesco.com/groceries/en-GB/products/312704710,1687613774.203917,"['£0.75', '£0.38/100g']",0.75,£0.38/100g
284,Creamfields Greek Style Natural Yogurt 500G,https://www.tesco.com/groceries/en-GB/products/307348303,1687613774.288312,"['£0.89', '£0.18/100g']",0.89,£0.18/100g
285,Eastman's Cooked Ham 30 Slices 400G,https://www.tesco.com/groceries/en-GB/products/299955685,1687613774.362443,"['£1.99', '£0.50/100g']",1.99,£0.50/100g
287,Tesco Tenderstem Broccoli Spears 330G,https://www.tesco.com/groceries/en-GB/products/299389237,1687613774.510033,"['£2.35', '£7.12/kg']",2.35,£7.12/kg
288,Tesco Raspberries 425G,https://www.tesco.com/groceries/en-GB/products/294697928,1687613780.8031192,"['£4.25', '£10.00/kg']",4.25,£10.00/kg
289,Tesco German Style Salami 125G,https://www.tesco.com/groceries/en-GB/products/254898538,1687613780.906395,"['£0.92', '£0.74/100g']",0.92,£0.74/100g
290,Oatly Oat Drink Whole 1 Litre,https://www.tesco.com/groceries/en-GB/products/302330090,1687613780.987079,"['£2.10', '£2.10/litre']",2.1,£2.10/litre
291,Arla Protein Strawberry Pouch Yogurt 200G,https://www.tesco.com/groceries/en-GB/products/296091386,1687613781.067212,"['£1.30', '£0.65/100g']",1.3,£0.65/100g
292,Tesco 2 Breaded Garlic Chicken Kievs 270G,https://www.tesco.com/groceries/en-GB/products/307733170,1687613781.148824,"['£2.90', '£10.74/kg']",2.9,£10.74/kg
293,Philadelphia Original Soft Cheese 280G,https://www.tesco.com/groceries/en-GB/products/311687892,1687613781.2220511,"['£3.25', '£11.61/kg']",3.25,£11.61/kg
294,Tesco Longlife Soya Drink Sweetened 1Ltr,https://www.tesco.com/groceries/en-GB/products/256438810,1687613781.295351,"['£1.25', '£1.25/litre']",1.25,£1.25/litre
295,Cathedral City Extra Mature 350G,https://www.tesco.com/groceries/en-GB/products/267273555,1687613781.3661299,"['£3.25', '£9.29/kg']",3.25,£9.29/kg
296,Tesco Mature 10 Cheddar Slices 250G,https://www.tesco.com/groceries/en-GB/products/264156169,1687613781.4388711,"['£2.75', '£11.00/kg']",2.75,£11.00/kg
297,Tesco Finest 6 Cumberland Pork Sausages 400G,https://www.tesco.com/groceries/en-GB/products/279993208,1687613781.531801,"['£3.25', '£8.12/kg']",3.25,£8.12/kg
298,Clover Lighter Spread 500G,https://www.tesco.com/groceries/en-GB/products/259373535,1687613781.640203,"['£2.40', '£4.80/kg']",2.4,£4.80/kg
299,Tesco Jazz Apple,https://www.tesco.com/groceries/en-GB/products/284477628,1687613781.7136588,"['£2.30', '£0.38/each']",2.3,£0.38/each
300,Country Life Original Spreadable 500G,https://www.tesco.com/groceries/en-GB/products/253002927,1687613781.788984,"['£3.50', '£7.00/kg']",3.5,£7.00/kg
301,Tesco Whole Longlife Milk 1L,https://www.tesco.com/groceries/en-GB/products/254277974,1687613781.8877702,"['£1.20', '£1.20/litre']",1.2,£1.20/litre
302,Tesco Halloumi 225G,https://www.tesco.com/groceries/en-GB/products/295580293,1687613781.982271,"['£2.40', '£10.67/kg']",2.4,£10.67/kg
303,Tesco British Pork Wafer Thin Oak Smoked Ham 125G,https://www.tesco.com/groceries/en-GB/products/276492380,1687613782.056554,"['£2.25', '£1.80/100g']",2.25,£1.80/100g
